ordem,html,tipo,titulo,caminho,url_origem,descricao,imagens_base,marcadores,rotulos,uso_no_produto,rota_sugerida
891,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/05_major-salivary-gla/15_major-salivary-gla/index.html,página de lâmina,Submandibular gland,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Major Salivary Glands > Major salivary glands 15,https://digitalhistology.org/organs-systems/digestive/oral-cavity/major-salivary-glands/major-salivary-glands-15/,The submandibular gland is a compound tubuloacinar gland that produces both mucous and serous secretory product for release into the oral cavity. 800x,1,5,Mucous tubules | Tubule lumens | Serous acini | Secretory granules | Serous demilunes,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/major-salivary-gla/major-salivary-gla
892,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/05_major-salivary-gla/16_major-salivary-gla/index.html,página de lâmina,Sublingual gland,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Major Salivary Glands > Major salivary glands 16,https://digitalhistology.org/organs-systems/digestive/oral-cavity/major-salivary-glands/major-salivary-glands-16/,"The sublingual glands, paired, compound tubuloacinar glands, lie in the floor of the mouth and open by multiple ducts into that area. Mucous tubules predominate and serous-secreting cells are most frequently arranged as serous demilunes. Intralobular ducts are less numerous here because of the abundance of tubules, which serve as their own ducts. 40x",1,4,Lobules | Mucous tubules | Serous cells | Intralobular ducts,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/major-salivary-gla/major-salivary-gla
893,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/05_major-salivary-gla/17_major-salivary-gla/index.html,página de lâmina,Sublingual gland,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Major Salivary Glands > Major salivary glands 17,https://digitalhistology.org/organs-systems/digestive/oral-cavity/major-salivary-glands/major-salivary-glands-17/,"At higher magnification, the abundance of the palely stained, mucous tubules is obvious. A large number of striated, intralobular ducts is present, not usual for the sublingual gland. 200x",1,4,Mucous tubules | Tubule lumens | Serous acini | Striated ducts,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/major-salivary-gla/major-salivary-gla
894,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/05_major-salivary-gla/18_major-salivary-gla/index.html,página de lâmina,Sublingual gland,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Major Salivary Glands > Major salivary glands 18,https://digitalhistology.org/organs-systems/digestive/oral-cavity/major-salivary-glands/major-salivary-glands-18/,"Both serous and mucous secretory cells are present, with mucous cells predominating. The tubular configuration of the mucous cells is readily apparent. 600x",1,4,Serous acini | Mucous tubules | Tubule lumens | Striated duct,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/major-salivary-gla/major-salivary-gla
895,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/05_major-salivary-gla/19_major-salivary-gla/index.html,página de lâmina,Sublingual gland,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Major Salivary Glands > Major salivary glands 19,https://digitalhistology.org/organs-systems/digestive/oral-cavity/major-salivary-glands/major-salivary-glands-19/,"The sublingual gland is a compound tubuloalveolar gland, although mucous tubules predominate. Some regions of the gland, as seen here, are composed almost entirely of mucus-secreting tubules, with serous demilunes capping many tubules. Serous-secreting acini are clustered in other areas of the gland. Intralobular ducts are poorly developed in this organ. 800x",1,4,Mucous tubules | Serous demilunes | Intercalated ducts | Striated duct,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/major-salivary-gla/major-salivary-gla
896,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/05_major-salivary-gla/20_major-salivary-gla/index.html,página de lâmina,Secretory units,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Major Salivary Glands > Major salivary glands,https://digitalhistology.org/organs-systems/digestive/oral-cavity/major-salivary-glands/major-salivary-glands/,These electron micrographs compare the structure of a mucous tubule (left) with that of a serous acinus (right). 5000x,1,8,Mucous tubule | Nuclei | Mucous granules | Wide lumen with mucus | Serous acinus | Nucleus | Serous granules | Small lumen with serous product,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/major-salivary-gla/major-salivary-gla
897,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/05_major-salivary-gla/index.html,nó de navegação curricular,Major Salivary Glands,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Major Salivary Glands,https://digitalhistology.org/organs-systems/digestive/oral-cavity/major-salivary-glands/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/major-salivary-gla
898,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/06_advanced/index.html,nó de navegação curricular,test,Órgãos e Sistemas > Sistema Digestório > Oral Cavity > Advanced,https://digitalhistology.org/organs-systems/digestive/oral-cavity/advanced/,test,0,1,test,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-digestorio/oral-cavity/advanced
899,04_orgaos-e-sistemas/04_sistema-digestorio/01_oral-cavity/index.html,nó de navegação curricular,Oral Cavity,Órgãos e Sistemas > Sistema Digestório > Oral Cavity,https://digitalhistology.org/organs-systems/digestive/oral-cavity/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-digestorio/oral-cavity
900,04_orgaos-e-sistemas/04_sistema-digestorio/02_tubular-digestive/01_overview-of-the-tu/01_overview-1/index.html,página de lâmina,Components,Órgãos e Sistemas > Sistema Digestório > Tubular Digestive System > Overview of the tubular digestive system > Overview 1,https://digitalhistology.org/organs-systems/digestive/tubular-digestive-system/overview-digestive-tubular/overview-1/,The major components of the tubular digestive tract are included in this illustration.,1,13,Esophagus | Cardiac stomach | Fundic stomach | Body of stomach | Pyloric stomach | Small intestine | Duodenum | Jejunum | Ileum | Large intestine | Colon | Appendix | Rectum,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/tubular-digestive/overview-of-the-tu/overview-1
901,04_orgaos-e-sistemas/04_sistema-digestorio/02_tubular-digestive/01_overview-of-the-tu/02_overview-2/index.html,página de lâmina,Tunics,Órgãos e Sistemas > Sistema Digestório > Tubular Digestive System > Overview of the tubular digestive system > Overview 2,https://digitalhistology.org/organs-systems/digestive/tubular-digestive-system/overview-digestive-tubular/overview-2/,"Any organ of the tubular GI tract is composed of four tunics. The mucosa is the innermost tunic and surrounds the lumen. Beneath the mucosa is a submucosa, beyond which is a muscularis externa. The outermost tunic is either an adventitia, if the organ does not protrude into the peritoneal cavity, or a serosa, if it does.",1,13,Mucosa | Epithelium | Lamina propria | Muscularis mucosae | Submucosa | Muscularis externa | Inner circular layer | Outer longitudinal layer | Outermost tunic: Adventitia | Outermost tunic: Serosa | Mesentery | Glands | Plicae circulares,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/tubular-digestive/overview-of-the-tu/overview-2
902,04_orgaos-e-sistemas/04_sistema-digestorio/02_tubular-digestive/01_overview-of-the-tu/03_overview-3/index.html,página de lâmina,Diagnostic features,Órgãos e Sistemas > Sistema Digestório > Tubular Digestive System > Overview of the tubular digestive system > Overview 3,https://digitalhistology.org/organs-systems/digestive/tubular-digestive-system/overview-digestive-tubular/overview-3/,"The major diagnostic features of the components of the tubular digestive tract are highlighted in these drawings. All images show the tubular digestive organs cut in cross section, except for the small intestine illustrated in the two smaller panels located in the lower left quadrant. These small intestine sections depict longitudinal sections of this organ.",1,4,Esophagus | Stomach | Small intestine | Large intestine,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/tubular-digestive/overview-of-the-tu/overview-3
903,04_orgaos-e-sistemas/04_sistema-digestorio/02_tubular-digestive/01_overview-of-the-tu/index.html,nó de navegação curricular,Overview of the tubular digestive system,Órgãos e Sistemas > Sistema Digestório > Tubular Digestive System > Overview of the tubular digestive system,https://digitalhistology.org/organs-systems/digestive/tubular-digestive-system/overview-digestive-tubular/,,0,0,,"Converter em índice curricular pesquisável, com objetivos, mapa de subtópicos, progresso e acesso às lâminas descendentes.",/manual-clinico/histologia/sistema-digestorio/tubular-digestive/overview-of-the-tu
904,04_orgaos-e-sistemas/04_sistema-digestorio/02_tubular-digestive/02_esophagus/01_esophagus-1/index.html,página de lâmina,Esophagus,Órgãos e Sistemas > Sistema Digestório > Tubular Digestive System > Esophagus > Esophagus 1,https://digitalhistology.org/organs-systems/digestive/tubular-digestive-system/esophagus/esophagus-1a/,The esophagus is a muscular tube transporting partially digested food from the pharynx to the stomach. The esophagus is composed of four tunics (layers): mucosa; submucosa; muscularis externa; and adventitia. 10x,1,9,Mucosa | Epithelium | Lamina propria | Muscularis mucosae | Submucosa | Muscularis externa | Myenteric plexus | Adventitia | Image source,"Converter em página didática com visualizador microscópico, camadas de marcação, dossiê morfofuncional, origem embrionária, correlações clínicas e checkpoint.",/manual-clinico/histologia/sistema-digestorio/tubular-digestive/esophagus/esophagus-1
